race_id,Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPay,FieldSize,track,RaceNum,Date,DistYrds,surface,TrackCondition,ClassDescriptor,Purse,Weight,PP,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
473,HASHTAG BAE,17.4,7,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,3,0.8942,4,-1.67E-02
473,C C EXPRESS,3.1,3,0,0,2.8,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,124,4,0.8331,8,-7.78E-02
473,DON'T JINX ME,9.6,12,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,5,0.8565,5,-5.44E-02
473,TWISTFORME,46.2,10,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,119,6,0.9062,2,-4.70E-03
473,CANYON MAN,50.2,11,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,7,0.9062,2,-4.70E-03
473,LOU WHO,2.2,2,0,4.2,2.8,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,8,0.7965,10,-0.1144
473,IGOTLUCKYAGAIN,40.8,9,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,124,9,0.8109,9,-0.1
473,BUDS BAR,22.6,6,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,124,10,0.7174,12,-0.1935
473,SANDHILL MINSTREL,6.7,4,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,124,11,0.9109,1,4.70E-03
473,OLLIES REBEL,10.1,5,0,0,0,40.2,16.6,12,ARP,9,5/29/16,1210,D,FT,S,11700,120,12,0.8536,6,-5.73E-02
474,CALL IN,28.8,4,0,0,0,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,1,0.7569,8,-0.1452
474,LARRYLARRYLARRY,14.5,7,0,0,0,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,2,0.9021,1,0.0478
474,TEASING BERNIE,5.3,2,0,10.2,2.8,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,3,0.8543,2,-0.0478
474,VALID SPECTACLE,28.8,6,0,0,0,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,4,0.7688,7,-0.1333
474,WILDWOOD ARAGORN,4.1,5,0,0,0,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,5,0.8221,3,-8.00E-02
474,AURORIN SHOT,3,1,8,4.6,2.6,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,6,0.818,5,-8.41E-02
474,READY SET ZIP,1.2,3,0,0,2.2,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,7,0.7707,6,-0.1314
474,DOCTOR SPENCER,13,8,0,0,0,0,16.6,8,BCF,1,5/29/16,1210,D,FT,C,2200,124,8,0.8218,4,-8.03E-02
475,BISHAMON,2,1,6,3.2,2.2,0,8.4,5,BCF,3,5/29/16,1210,D,FT,C,2500,124,1,0.7824,5,-0.1038
475,JOE KID,8,5,0,0,0,0,8.4,5,BCF,3,5/29/16,1210,D,FT,C,2500,124,2,0.8145,3,-7.17E-02
475,OATS N HONEY,2.3,4,0,0,0,0,8.4,5,BCF,3,5/29/16,1210,D,FT,C,2500,124,3,0.8465,2,-3.97E-02
475,CHUCK CHUCK GOOSE,1.6,2,0,3.4,2.2,0,8.4,5,BCF,3,5/29/16,1210,D,FT,C,2500,124,4,0.7881,4,-9.81E-02
475,BLUMIN WON,6.3,3,0,0,2.6,0,8.4,5,BCF,3,5/29/16,1210,D,FT,C,2500,124,5,0.8862,1,3.97E-02
476,REPORT TO OLE,1.7,2,0,2.6,2.4,0,6.8,5,BCF,4,5/29/16,1210,D,FT,CO,2000,124,1,0.834,5,-5.30E-02
476,MCSKEET,2.3,4,0,0,0,0,6.8,5,BCF,4,5/29/16,1210,D,FT,CO,2000,124,2,0.8583,2,-2.87E-02
476,PIE EYED SCOTT,4.7,5,0,0,0,0,6.8,5,BCF,4,5/29/16,1210,D,FT,CO,2000,124,3,0.8504,3,-3.66E-02
476,REBEL RED,4.9,1,11.8,3.4,2.6,0,6.8,5,BCF,4,5/29/16,1210,D,FT,CO,2000,124,4,0.8425,4,-4.45E-02
476,ROCKIN CLYDE,3.2,3,0,0,2.6,0,6.8,5,BCF,4,5/29/16,1210,D,FT,CO,2000,124,5,0.887,1,2.87E-02
477,URMYBABY,0.8,2,0,2.4,2.6,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,1,0.7709,7,-0.1242
477,DAKOTA GIRL,8.5,3,0,0,4,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,2,0.8474,4,-4.77E-02
477,SKIPPY T,7.5,6,0,0,0,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,3,0.8942,2,-9.00E-04
477,BEEJAYKAY,4.5,1,11,3.4,3.4,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,4,0.803,5,-9.21E-02
477,JEWELS GALORE,20.9,5,0,0,0,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,5,0.784,6,-0.1111
477,SASSY FLIRTINI,5.5,4,0,0,0,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,6,0.8951,1,9.00E-04
477,FAST MAGGIE,8.5,7,0,0,0,0,8.2,7,BCF,6,5/29/16,1210,D,FT,C,2000,124,7,0.8626,3,-3.25E-02
478,BONEAFIDE CAT,1.1,4,0,0,0,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,1,0.8455,5,-8.94E-02
478,COZEY DEEDS,7.6,2,0,4.8,5.6,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,2,0.909,2,-2.59E-02
478,BORN LUCKY,5,1,12,7,6.6,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,3,0.801,7,-0.1339
478,ALEXASSILVERCHARM,8.9,6,0,0,0,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,4,0.8841,4,-5.08E-02
478,SMOKEY MARY,14.9,5,0,0,0,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,5,0.9349,1,2.59E-02
478,CHAPPY CHICK,3.8,3,0,0,5.2,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,6,0.8875,3,-0.0474
478,MAMAMEME,7,7,0,0,0,0,20.6,7,BCF,8,5/29/16,1320,D,FT,CO,2300,124,7,0.8288,6,-0.1061
479,PAPA'S MISSILE,8.3,2,0,9.5,9.4,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,1,0.851,3,-5.69E-02
479,SWEETNEIDA,14.6,7,0,0,0,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,2,0.9079,1,2.10E-02
479,MEET IN KHARTOUM,3.7,6,0,0,0,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,3,0.8474,4,-6.05E-02
479,NONNA JO,2,5,0,0,0,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,4,0.7473,8,-0.1605999
479,SHOVALLA,2.25,4,0,0,0,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,119,5,0.8197,6,-8.82E-02
479,YOUR TURN,11.1,8,0,0,0,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,6,0.8869,2,-2.10E-02
479,LOVE YOU BABE,10.1,1,22.2,10.4,5.8,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,112,7,0.8181,7,-0.0898
479,REDNECK GOLD,8.3,3,0,9.5,9.4,171.5,0,8,BEL,1,5/29/16,1430,D,FT,C,34000,121,8,0.8296,5,-0.0783
480,CONQUEST BANDIDO,3.35,6,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,1,0.9209,1,4.97E-02
480,ANGELO'S ASHES,6.1,3,0,0,3.7,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,2,0.8712,2,-4.97E-02
480,BRIAR ROSE,38.5,7,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,3,0.6992,7,-0.2217
480,EPPING FOREST,6.8,1,15.6,5.6,3.9,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,4,0.8635,3,-5.74E-02
480,SPELLKER,1.4,2,0,3.1,2.5,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,5,0.8419,4,-0.079
480,BAHAMA HALO,5.2,4,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,6,0.77,6,-0.1509
480,ORORO,27,8,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,7,0.658,8,-0.2629
480,IRON MIZZ,13.9,5,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,8,0.7986,5,-0.1223
480,RED CHARM,27,9,0,0,0,54,21.8,9,BEL,2,5/29/16,1100,T,FM,S,75000,119,9,0.658,8,-0.2629
481,BELLA FACHI,3.7,9,0,0,0,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,120,1,0.8277,5,-5.73E-02
481,LITTLE MISS LUPE,17.4,8,0,0,0,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,120,2,0.885,1,3.44E-02
481,LOTSA NOODLES,5.1,5,0,5.5,3.9,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,120,3,0.8192,6,-6.58E-02
481,PEARLS FOR GIRLS,2.25,7,0,0,0,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,122,4,0.7979,8,-8.71E-02
481,COW CATCHER,5.3,4,0,0,0,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,120,5,0.8329,4,-0.0521
481,MINDFULNESS,21.2,6,0,0,0,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,120,6,0.7859,9,-9.91E-02
481,IS SHE HOT,4.4,1,10.8,4.9,3.7,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,122,7,0.8473,3,-0.0377
481,BONITA LUNA,5.1,2,0,5.5,3.9,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,122,8,0.7997,7,-8.53E-02
481,SAHARAN SERENADE,13.2,3,0,0,6.5,55.5,0,9,BEL,3,5/29/16,1430,D,FT,C,25000,115,9,0.8506,2,-3.44E-02
482,AMAZING ANNE,2.6,1,7.2,4.3,3.5,53.5,28.8,8,BEL,4,5/29/16,1870,t,FM,C,45000,122,1,0.7585,6,-0.1467
