1,SHOTGUN WILLY,4.2,4,0,0,0,EXA,12.6,QUI,6.4,7,ARP,4,11,5/28/16,10/12/15,1210,D,GD,C
1,LUCKY RADAR,18.9,3,0,0,3,EXA,12.6,QUI,6.4,7,ARP,4,7,5/28/16,4/8/16,1210,D,GD,C
1,SILVER ROCK STAR,7.2,6,0,0,0,EXA,12.6,QUI,6.4,7,ARP,4,10,5/28/16,4/9/16,1210,D,GD,C
1,COWBOY'S RULE,7.6,7,0,0,0,EXA,12.6,QUI,6.4,7,ARP,4,1,5/28/16,3/28/16,1210,D,GD,C
1,J W FLYER,13.9,5,0,0,0,EXA,12.6,QUI,6.4,7,ARP,4,5,5/28/16,4/15/16,1210,D,GD,C
1,MAYIE,11.6,10,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,3,5/28/16,5/6/16,1210,D,GD,C
1,MISS MURDER,21.3,2,0,16.6,7.8,EXA,187.4,QUI,60.2,10,ARP,6,8,5/28/16,4/26/16,1210,D,GD,C
1,GHOSTRUNNER,1.6,5,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,7,5/28/16,4/17/16,1210,D,GD,C
1,FASHIONS BY DAVID,47.5,3,0,0,14.4,EXA,187.4,QUI,60.2,10,ARP,6,2,5/28/16,5/7/16,1210,D,GD,C
1,DESERT ECHO,24.4,7,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,9,5/28/16,8/8/15,1210,D,GD,C
1,RIGHT TO GLORY,2.2,8,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,6,5/28/16,4/19/16,1210,D,GD,C
1,LIVE AND LEARN,14.4,4,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,2,5/28/16,5/7/16,1210,D,GD,C
1,GABBY GAL,8.8,6,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,5,5/28/16,8/9/15,1210,D,GD,C
1,DREAMSICLE,40.9,9,0,0,0,EXA,187.4,QUI,60.2,10,ARP,6,2,5/28/16,5/7/16,1210,D,GD,C
1,TOUGH TRINKET,4.6,1,11.2,6.4,5,EXA,187.4,QUI,60.2,10,ARP,6,7,5/28/16,5/8/16,1210,D,GD,C
1,CANDY SWEETHEART,11,4,0,0,0,EXA,124.8,QUI,68.8,10,ARP,7,4,5/28/16,5/7/16,1760,D,GD,C
1,TAMAIT (FR),5.7,2,0,7.2,4.6,EXA,124.8,QUI,68.8,10,ARP,7,3,5/28/16,5/21/16,1760,D,GD,C
1,CALL IT LUKE,8.4,1,18.8,5.6,5.2,EXA,124.8,QUI,68.8,10,ARP,7,9,5/28/16,5/8/16,1760,D,GD,C
